Date,Platform,Campaign,Spend,Revenue,Clicks,Impressions,Conversions
2024-04-29,Pinterest Ads,Awareness,11837.96,68087.46,390,12861,19
2024-04-29,Tiktok Ads,Video,898.38,4205.56,284,4606,11
2024-04-29,Affiliate,Affiliation,1394.96,18633.15,551,7448,21
2024-04-29,Liveintent,Email,551.76,3770.66,470,11205,36
2024-04-29,Criteo,Display Retargeting,2456.41,11018.93,499,8419,37
2024-04-29,Microsoft Ads,Search,1830.81,11689.16,581,5978,40
2024-04-30,Facebook Ads,Retargeting,11080.72,38154.31,349,2810,15
2024-04-30,Google Ads,Brand Search,1846.33,9269.03,398,5946,24
2024-04-30,Snapchat Ads,Prospecting,1356.54,7273.37,417,11769,14
2024-04-30,Pinterest Ads,Awareness,245.88,2052.89,341,9874,21
2024-04-30,Tiktok Ads,Video,397.74,1789.25,328,7737,12
2024-04-30,Affiliate,Affiliation,671.96,3047.77,691,10414,16
2024-04-30,Liveintent,Email,775.82,3260.87,549,6738,52
2024-04-30,Criteo,Display Retargeting,3675.8,27587.11,425,5107,36
2024-04-30,Microsoft Ads,Search,1520.18,14367.31,407,5684,42
2024-05-01,Facebook Ads,Retargeting,3628.91,14599.07,529,6883,18
2024-05-01,Google Ads,Brand Search,514.13,2699.93,309,4596,20
2024-05-01,Snapchat Ads,Prospecting,10172.52,41132.22,309,6078,37
2024-05-01,Pinterest Ads,Awareness,4750.57,33395.47,483,8832,52
2024-05-01,Tiktok Ads,Video,284.59,1677.39,287,4308,6
2024-05-01,Affiliate,Affiliation,5175.8,26675.08,588,11322,16
2024-05-01,Liveintent,Email,3001.68,14411.7,407,4093,26
2024-05-01,Criteo,Display Retargeting,310.39,1547.25,388,10787,34
2024-05-01,Microsoft Ads,Search,1764.31,15300.35,600,12286,54
2024-05-02,Facebook Ads,Retargeting,1849.98,4865.34,256,5376,24
2024-05-02,Google Ads,Brand Search,407.65,1592.02,430,6687,18
2024-05-02,Snapchat Ads,Prospecting,8298.26,39674.79,632,5072,20
2024-05-02,Pinterest Ads,Awareness,4611.81,13400.7,561,5047,13
2024-05-02,Tiktok Ads,Video,4005.07,14100.51,280,10455,31
2024-05-02,Affiliate,Affiliation,1606.77,6561.64,357,3367,14
2024-05-02,Liveintent,Email,1509.35,6444.84,386,3149,30
2024-05-02,Criteo,Display Retargeting,3034.83,8713.93,601,9746,39
2024-05-02,Microsoft Ads,Search,2425.17,12908.28,327,5233,19
2024-05-03,Facebook Ads,Retargeting,326.9,1543.39,385,8228,12
2024-05-03,Google Ads,Brand Search,2121.68,21565.49,437,4476,28
2024-05-03,Snapchat Ads,Prospecting,7632.18,30843.99,319,7719,15
2024-05-03,Pinterest Ads,Awareness,3496.47,14312.12,360,8395,15
2024-05-03,Tiktok Ads,Video,315.73,1013.24,422,6326,19
2024-05-03,Affiliate,Affiliation,6111.44,51879.13,383,6377,11
2024-05-03,Liveintent,Email,1218.68,4213.88,599,5687,17
2024-05-03,Criteo,Display Retargeting,2393.31,8645.46,818,18250,48
2024-05-03,Microsoft Ads,Search,774.91,3375.4,238,3124,10
2024-05-04,Facebook Ads,Retargeting,548.64,5614.34,381,8792,27
2024-05-04,Google Ads,Brand Search,4326.15,27803.42,352,9297,16
2024-05-04,Snapchat Ads,Prospecting,2040.34,9739.16,449,10587,32
2024-05-04,Pinterest Ads,Awareness,778.55,3070.74,565,16564,20
2024-05-04,Tiktok Ads,Video,6779.03,18696.55,463,6800,24
2024-05-04,Affiliate,Affiliation,6941.18,23673.65,331,7288,16
2024-05-04,Liveintent,Email,5467.03,29131.79,134,3465,7
2024-05-04,Criteo,Display Retargeting,509.8,3289.49,237,7095,13
2024-05-04,Microsoft Ads,Search,1771.99,8355.68,648,3617,24
2024-05-05,Facebook Ads,Retargeting,12819.81,51208.3,621,5220,14
2024-05-05,Google Ads,Brand Search,4152.53,24296.45,635,5517,28
2024-05-05,Snapchat Ads,Prospecting,57.79,426.69,540,5446,23
2024-05-05,Pinterest Ads,Awareness,255.75,627.92,287,9265,18
2024-05-05,Tiktok Ads,Video,1788.85,9096.8,320,2143,11
2024-05-05,Affiliate,Affiliation,4926.88,46152.32,160,5505,9
2024-05-05,Liveintent,Email,1970.87,13447.37,545,15729,42
2024-05-05,Criteo,Display Retargeting,1258.53,5980.96,699,11442,37
2024-05-05,Microsoft Ads,Search,292.31,1458.85,525,15537,24
2024-05-06,Facebook Ads,Retargeting,2978.41,10563.57,531,5250,13
2024-05-06,Google Ads,Brand Search,5673.27,22972.25,474,6618,36
2024-05-06,Snapchat Ads,Prospecting,1722.41,5196.9,489,4224,24
2024-05-06,Pinterest Ads,Awareness,4208.54,16684.22,422,6597,25
2024-05-06,Tiktok Ads,Video,12090.74,48799.85,496,6388,31
2024-05-06,Affiliate,Affiliation,639.93,3093.8,238,5063,14
2024-05-06,Liveintent,Email,2484.47,11445.17,333,5095,23
2024-05-06,Criteo,Display Retargeting,860.33,3858.75,541,18465,20
2024-05-06,Microsoft Ads,Search,4470.42,22875.95,417,11501,18
2024-05-07,Facebook Ads,Retargeting,2687.08,10313.18,379,7157,25
2024-05-07,Google Ads,Brand Search,2485.3,9635.85,308,8041,14
2024-05-07,Snapchat Ads,Prospecting,4586.02,13625.3,579,3094,42
2024-05-07,Pinterest Ads,Awareness,1285.67,4702.03,532,14431,44
2024-05-07,Tiktok Ads,Video,5620.16,21617.58,433,6695,27
2024-05-07,Affiliate,Affiliation,2157.16,6265.27,358,5524,25
2024-05-07,Liveintent,Email,180.35,1990.38,394,9857,14
2024-05-07,Criteo,Display Retargeting,2421.79,21044.21,229,2416,11
2024-05-07,Microsoft Ads,Search,3435.73,17201.99,354,6679,18
2024-05-08,Facebook Ads,Retargeting,640.37,3808.68,313,2664,10
2024-05-08,Google Ads,Brand Search,4085.14,21579.92,418,9850,48
2024-05-08,Snapchat Ads,Prospecting,6352.68,25665.8,527,10183,39
2024-05-08,Pinterest Ads,Awareness,932.36,4446.8,554,10362,45
2024-05-08,Tiktok Ads,Video,8760.23,49611.07,273,4959,19
2024-05-08,Affiliate,Affiliation,350.04,2026.08,516,9471,31
2024-05-08,Liveintent,Email,448.69,2707.24,601,12904,25
2024-05-08,Criteo,Display Retargeting,358.18,2391.65,420,5177,29
2024-05-08,Microsoft Ads,Search,4314.09,25508.43,358,7088,14
2024-05-09,Facebook Ads,Retargeting,2300.32,14710.16,451,8711,30
2024-05-09,Google Ads,Brand Search,349.44,1608.86,393,9831,25
2024-05-09,Snapchat Ads,Prospecting,1373.92,5697.91,167,3949,9
2024-05-09,Pinterest Ads,Awareness,1601.68,13171.23,376,7864,18
2024-05-09,Tiktok Ads,Video,288.55,878.52,492,11353,24
2024-05-09,Affiliate,Affiliation,6855.79,19577.28,352,3086,27
2024-05-09,Liveintent,Email,3500.26,14113.02,388,7677,39
2024-05-09,Criteo,Display Retargeting,1591.41,8095.5,472,6492,47
2024-05-09,Microsoft Ads,Search,3341.36,27644.95,545,3867,29
2024-05-10,Facebook Ads,Retargeting,1299.1,4961.77,597,8486,15
2024-05-10,Google Ads,Brand Search,10926.83,44242.43,558,10141,46
2024-05-10,Snapchat Ads,Prospecting,2573.85,14418.97,280,3581,9
2024-05-10,Pinterest Ads,Awareness,2416.8,8326.63,615,7060,45
2024-05-10,Tiktok Ads,Video,373.23,1607.66,667,9293,13
2024-05-10,Affiliate,Affiliation,4142.99,21498.97,325,8803,17
2024-05-10,Liveintent,Email,1251.64,4396.23,338,2799,15
2024-05-10,Criteo,Display Retargeting,432.89,2666.38,266,5500,14
2024-05-10,Microsoft Ads,Search,25.04,109.64,366,10066,40
2024-05-11,Facebook Ads,Retargeting,2278.38,11284.87,527,5821,39
2024-05-11,Google Ads,Brand Search,2042.99,8616.13,624,10834,22
2024-05-11,Snapchat Ads,Prospecting,3188.64,11774.99,369,5990,27
2024-05-11,Pinterest Ads,Awareness,5151.38,23202.62,378,5996,19
2024-05-11,Tiktok Ads,Video,243.49,763.93,579,6032,23
2024-05-11,Affiliate,Affiliation,3524.22,13073.78,272,3855,21
2024-05-11,Liveintent,Email,306.83,2431.51,675,11463,41
2024-05-11,Criteo,Display Retargeting,3726.66,33943.05,285,3982,16
2024-05-11,Microsoft Ads,Search,5539.06,12562.95,350,4254,21
2024-05-12,Facebook Ads,Retargeting,4083.41,16545.34,423,5724,28
2024-05-12,Google Ads,Brand Search,3399.89,16969.62,728,6045,37
2024-05-12,Snapchat Ads,Prospecting,1755.18,6135.79,500,8912,18
2024-05-12,Pinterest Ads,Awareness,2007.06,11479.55,269,7520,24
2024-05-12,Tiktok Ads,Video,6896.65,24185.73,359,6447,13
2024-05-12,Affiliate,Affiliation,1980.9,12865.37,498,4782,47
2024-05-12,Liveintent,Email,1023.76,5345.31,408,3986,32
2024-05-12,Criteo,Display Retargeting,2761.58,11702.28,197,6464,10
2024-05-12,Microsoft Ads,Search,6236.42,34374.09,327,4312,32
2024-05-13,Facebook Ads,Retargeting,2055.94,8821.71,298,6774,16
2024-05-13,Google Ads,Brand Search,1100.57,3487.99,202,3996,18
2024-05-13,Snapchat Ads,Prospecting,9447.83,42470.57,387,5564,27
2024-05-13,Pinterest Ads,Awareness,11471.39,30451.19,371,8851,43
2024-05-13,Tiktok Ads,Video,575.8,1137.3,432,4425,23
2024-05-13,Affiliate,Affiliation,1042.47,3123.11,365,8688,9
2024-05-13,Liveintent,Email,815.47,4397.35,406,8595,13
2024-05-13,Criteo,Display Retargeting,2143.51,9928.81,744,10050,46
2024-05-13,Microsoft Ads,Search,2923.61,16686.45,412,10047,36
2024-05-14,Facebook Ads,Retargeting,4121.14,21879.58,414,6793,19
2024-05-14,Google Ads,Brand Search,2954.38,14013.08,513,18068,23
2024-05-14,Snapchat Ads,Prospecting,2263.6,11321.76,556,9755,17
2024-05-14,Pinterest Ads,Awareness,1042.56,5660.41,587,6013,16
2024-05-14,Tiktok Ads,Video,3941.6,23155.17,361,6221,23
2024-05-14,Affiliate,Affiliation,1701.42,11477.75,405,12435,40
2024-05-14,Liveintent,Email,7066.17,37205.22,338,5973,25
2024-05-14,Criteo,Display Retargeting,2318.52,10731.76,441,11248,30
2024-05-14,Microsoft Ads,Search,478.12,2205.07,430,5055,59
2024-05-15,Facebook Ads,Retargeting,4969.46,17990.8,372,3544,25
2024-05-15,Google Ads,Brand Search,2029.19,8868.0,587,13246,58
2024-05-15,Snapchat Ads,Prospecting,5723.03,14628.22,604,14200,12
2024-05-15,Pinterest Ads,Awareness,247.55,1001.36,424,13877,26
2024-05-15,Tiktok Ads,Video,832.8,2720.58,420,6103,20
2024-05-15,Affiliate,Affiliation,8462.91,31438.29,404,10501,51
2024-05-15,Liveintent,Email,700.53,5279.43,265,5753,12
2024-05-15,Criteo,Display Retargeting,8446.13,34361.47,228,4869,22
2024-05-15,Microsoft Ads,Search,1304.17,6800.95,510,10516,31
2024-05-16,Facebook Ads,Retargeting,4360.76,19810.16,227,5096,9
2024-05-16,Google Ads,Brand Search,4271.9,18788.33,555,5826,31
2024-05-16,Snapchat Ads,Prospecting,3170.03,11752.48,289,6902,22
2024-05-16,Pinterest Ads,Awareness,1381.87,5215.97,466,8654,19
2024-05-16,Tiktok Ads,Video,655.8,4218.59,354,7293,27
2024-05-16,Affiliate,Affiliation,123.37,719.06,305,6193,20
2024-05-16,Liveintent,Email,1062.36,6217.14,426,6045,27
2024-05-16,Criteo,Display Retargeting,3795.57,19381.22,283,3250,34
2024-05-16,Microsoft Ads,Search,11920.53,58146.13,498,6145,40
2024-05-17,Facebook Ads,Retargeting,3407.21,26612.28,282,5093,11
2024-05-17,Google Ads,Brand Search,4297.97,15803.12,527,7137,17
2024-05-17,Snapchat Ads,Prospecting,3646.13,22985.36,207,2714,18
2024-05-17,Pinterest Ads,Awareness,2623.65,11427.62,630,8039,45
2024-05-17,Tiktok Ads,Video,881.39,4062.39,681,5892,29
2024-05-17,Affiliate,Affiliation,5929.82,34148.32,448,9134,27
2024-05-17,Liveintent,Email,2596.47,12951.23,259,4274,8
2024-05-17,Criteo,Display Retargeting,1426.24,7354.54,407,6291,18
2024-05-17,Microsoft Ads,Search,376.83,1464.79,408,5916,16
2024-05-18,Facebook Ads,Retargeting,2232.57,11849.93,537,5745,29
2024-05-18,Google Ads,Brand Search,2369.23,6356.8,650,6500,18
2024-05-18,Snapchat Ads,Prospecting,6587.56,23486.29,451,7075,51
2024-05-18,Pinterest Ads,Awareness,2636.19,9841.27,698,5290,57
2024-05-18,Tiktok Ads,Video,1683.87,7390.08,386,5812,22
2024-05-18,Affiliate,Affiliation,9018.45,66082.52,417,8097,28
2024-05-18,Liveintent,Email,348.3,1600.04,259,4619,14
2024-05-18,Criteo,Display Retargeting,1765.71,7302.26,262,2853,18
2024-05-18,Microsoft Ads,Search,88.32,612.43,266,7563,24
2024-05-19,Facebook Ads,Retargeting,2271.94,10893.65,504,4945,12
2024-05-19,Google Ads,Brand Search,5694.78,18347.13,547,14806,16
2024-05-19,Snapchat Ads,Prospecting,751.35,3028.35,458,4140,28
2024-05-19,Pinterest Ads,Awareness,3496.8,8690.79,169,5054,18
2024-05-19,Tiktok Ads,Video,775.69,2397.12,701,12018,35
2024-05-19,Affiliate,Affiliation,3490.22,23696.8,320,5523,15
2024-05-19,Liveintent,Email,3361.53,13817.89,603,4946,45
2024-05-19,Criteo,Display Retargeting,3685.57,15574.49,305,3935,9
2024-05-19,Microsoft Ads,Search,31.03,211.04,419,11036,32
2024-05-20,Facebook Ads,Retargeting,8401.65,29438.85,448,11459,19
2024-05-20,Google Ads,Brand Search,2897.24,14916.23,257,6490,7
2024-05-20,Snapchat Ads,Prospecting,507.04,3753.13,351,5957,14
2024-05-20,Pinterest Ads,Awareness,3691.83,16852.62,497,9029,29
2024-05-20,Tiktok Ads,Video,628.86,3882.99,489,5084,47
2024-05-20,Affiliate,Affiliation,4418.76,16098.54,583,7454,10
2024-05-20,Liveintent,Email,306.82,1312.3,374,6220,26
2024-05-20,Criteo,Display Retargeting,1886.2,14148.13,539,4158,10
2024-05-20,Microsoft Ads,Search,1697.27,4760.49,770,7777,34
2024-05-21,Facebook Ads,Retargeting,648.7,3631.64,308,5479,24
2024-05-21,Google Ads,Brand Search,1312.66,6972.17,657,12576,32
2024-05-21,Snapchat Ads,Prospecting,69.17,338.71,644,22622,36
2024-05-21,Pinterest Ads,Awareness,4200.96,16679.67,327,5455,12
2024-05-21,Tiktok Ads,Video,2886.1,7618.86,300,3030,19
2024-05-21,Affiliate,Affiliation,5168.41,16888.6,336,8877,12
2024-05-21,Liveintent,Email,2087.46,9242.78,441,8857,37
2024-05-21,Criteo,Display Retargeting,2258.72,14878.53,352,6695,8
2024-05-21,Microsoft Ads,Search,7077.51,23520.04,466,4475,13
2024-05-22,Facebook Ads,Retargeting,173.66,435.57,779,12775,42
2024-05-22,Google Ads,Brand Search,7963.33,26327.79,318,8127,25
2024-05-22,Snapchat Ads,Prospecting,5255.05,27394.55,281,4600,22
2024-05-22,Pinterest Ads,Awareness,2553.33,22434.85,270,5183,16
2024-05-22,Tiktok Ads,Video,2831.19,6118.57,278,6628,27
2024-05-22,Affiliate,Affiliation,6858.36,28063.28,444,2532,20
2024-05-22,Liveintent,Email,569.32,3511.44,553,8260,23
2024-05-22,Criteo,Display Retargeting,276.27,1260.1,182,7355,23
2024-05-22,Microsoft Ads,Search,752.45,4334.83,327,2586,13
2024-05-23,Facebook Ads,Retargeting,2263.87,17745.17,384,7378,46
2024-05-23,Google Ads,Brand Search,68.17,434.23,586,7416,13
2024-05-23,Snapchat Ads,Prospecting,1309.09,12671.75,371,6454,26
2024-05-23,Pinterest Ads,Awareness,11327.09,46119.74,447,5811,28
2024-05-23,Tiktok Ads,Video,4767.89,15758.85,327,6925,34
2024-05-23,Affiliate,Affiliation,1491.03,7100.51,610,5403,35
2024-05-23,Liveintent,Email,186.5,544.45,521,9411,41
2024-05-23,Criteo,Display Retargeting,6007.69,24309.94,471,2687,15
2024-05-23,Microsoft Ads,Search,2285.46,9791.86,359,8085,13
2024-05-24,Facebook Ads,Retargeting,333.12,1237.45,277,5422,16
2024-05-24,Google Ads,Brand Search,328.82,1052.94,358,7818,11
2024-05-24,Snapchat Ads,Prospecting,5972.16,25328.93,609,6052,54
2024-05-24,Pinterest Ads,Awareness,2163.5,10000.39,453,7905,36
2024-05-24,Tiktok Ads,Video,4542.85,19381.23,286,4403,19
2024-05-24,Affiliate,Affiliation,3740.31,22735.57,520,5917,18
2024-05-24,Liveintent,Email,2378.18,7644.17,327,7164,9
2024-05-24,Criteo,Display Retargeting,1618.62,8235.67,499,9885,27
2024-05-24,Microsoft Ads,Search,1057.42,6079.93,465,6789,17
2024-05-25,Facebook Ads,Retargeting,1235.51,7792.9,452,4023,34
2024-05-25,Google Ads,Brand Search,1906.27,9753.6,371,7603,11
2024-05-25,Snapchat Ads,Prospecting,6493.44,23514.24,371,3742,12
2024-05-25,Pinterest Ads,Awareness,3785.13,13352.28,477,10157,59
2024-05-25,Tiktok Ads,Video,7941.96,28681.43,499,9907,16
2024-05-25,Affiliate,Affiliation,1965.07,10084.45,287,3181,15
2024-05-25,Liveintent,Email,3410.27,12243.38,333,7571,17
2024-05-25,Criteo,Display Retargeting,3432.79,15652.45,488,10252,35
2024-05-25,Microsoft Ads,Search,3369.46,18689.16,334,9115,33
2024-05-26,Facebook Ads,Retargeting,3375.14,15515.27,235,13907,24
2024-05-26,Google Ads,Brand Search,1183.06,4425.5,594,12120,33
2024-05-26,Snapchat Ads,Prospecting,2879.92,10829.91,497,5950,23
2024-05-26,Pinterest Ads,Awareness,413.24,1726.62,355,6610,19
2024-05-26,Tiktok Ads,Video,1617.19,9996.35,548,5832,28
2024-05-26,Affiliate,Affiliation,2556.38,12245.72,389,6973,11
2024-05-26,Liveintent,Email,4180.84,17951.9,343,3443,23
2024-05-26,Criteo,Display Retargeting,9888.16,50219.95,433,12218,19
2024-05-26,Microsoft Ads,Search,2643.96,16504.48,413,6486,18
2024-05-27,Facebook Ads,Retargeting,10589.38,27730.62,415,3228,26
2024-05-27,Google Ads,Brand Search,5374.32,26143.98,453,8019,23
2024-05-27,Snapchat Ads,Prospecting,3439.78,23490.7,544,2655,10
2024-05-27,Pinterest Ads,Awareness,549.93,1608.43,349,4773,41
2024-05-27,Tiktok Ads,Video,1832.38,6881.68,389,6674,10
2024-05-27,Affiliate,Affiliation,3084.39,14263.96,409,6476,15
2024-05-27,Liveintent,Email,4565.06,18119.3,268,7248,24
2024-05-27,Criteo,Display Retargeting,259.35,1548.88,332,5580,16
2024-05-27,Microsoft Ads,Search,1212.66,4118.75,587,5163,15
2024-05-28,Facebook Ads,Retargeting,840.66,4105.58,395,4329,18
2024-05-28,Google Ads,Brand Search,8369.5,60738.05,419,6471,28
2024-05-28,Snapchat Ads,Prospecting,1490.09,6278.39,449,9712,18
2024-05-28,Pinterest Ads,Awareness,3316.86,10324.93,337,2815,25
2024-05-28,Tiktok Ads,Video,506.81,3242.05,348,5414,14
2024-05-28,Affiliate,Affiliation,2829.0,14224.09,475,6965,33
2024-05-28,Liveintent,Email,1114.51,3642.36,601,11363,21
2024-05-28,Criteo,Display Retargeting,661.75,3661.07,469,14484,21
2024-05-28,Microsoft Ads,Search,2344.12,6436.64,400,7865,22
2024-05-29,Facebook Ads,Retargeting,32.49,152.31,616,6531,30
2024-05-29,Google Ads,Brand Search,55.11,227.43,259,6995,21
2024-05-29,Snapchat Ads,Prospecting,1591.26,8299.64,374,6806,20
2024-05-29,Pinterest Ads,Awareness,299.65,852.38,381,12493,15
2024-05-29,Tiktok Ads,Video,803.17,3157.91,553,7269,23
2024-05-29,Affiliate,Affiliation,2781.1,8426.79,278,7089,24
2024-05-29,Liveintent,Email,13068.03,44810.63,555,11829,27
2024-05-29,Criteo,Display Retargeting,5796.14,41834.14,611,5539,57
2024-05-29,Microsoft Ads,Search,4599.81,23553.4,640,7923,24
2024-05-30,Facebook Ads,Retargeting,1180.61,4133.5,525,4941,43
2024-05-30,Google Ads,Brand Search,7799.89,30927.23,645,8855,13
2024-05-30,Snapchat Ads,Prospecting,1787.15,9384.9,283,5472,13
2024-05-30,Pinterest Ads,Awareness,315.56,1138.95,302,8455,39
2024-05-30,Tiktok Ads,Video,4588.31,11439.87,536,8703,32
2024-05-30,Affiliate,Affiliation,342.99,1961.06,420,8998,26
2024-05-30,Liveintent,Email,2121.67,6409.44,363,2987,19
2024-05-30,Criteo,Display Retargeting,3225.04,8904.26,403,4543,17
2024-05-30,Microsoft Ads,Search,7682.34,53192.28,300,7976,14
2024-05-31,Facebook Ads,Retargeting,1688.9,8754.21,413,7677,23
2024-05-31,Google Ads,Brand Search,3596.22,7791.81,368,5739,29
2024-05-31,Snapchat Ads,Prospecting,10808.91,64086.38,366,5073,28
2024-05-31,Pinterest Ads,Awareness,394.12,1598.06,415,5229,17
2024-05-31,Tiktok Ads,Video,1027.07,3312.3,340,11496,15
2024-05-31,Affiliate,Affiliation,1337.15,6402.2,387,7827,13
2024-05-31,Liveintent,Email,1140.45,5989.98,326,10140,12
2024-05-31,Criteo,Display Retargeting,1022.55,4349.14,216,2651,10
2024-05-31,Microsoft Ads,Search,7520.83,36261.54,554,12701,18
2024-06-01,Facebook Ads,Retargeting,3312.74,15051.8,434,4531,12
2024-06-01,Google Ads,Brand Search,2478.94,12954.5,502,6807,40
2024-06-01,Snapchat Ads,Prospecting,749.12,4919.47,281,5581,25
2024-06-01,Pinterest Ads,Awareness,4172.73,19912.76,158,5690,13
2024-06-01,Tiktok Ads,Video,9491.25,34506.12,327,10293,17
2024-06-01,Affiliate,Affiliation,4560.47,26406.18,327,5018,16
2024-06-01,Liveintent,Email,3.48,12.95,578,13994,21
2024-06-01,Criteo,Display Retargeting,3482.72,8197.79,360,5079,25
2024-06-01,Microsoft Ads,Search,130.9,543.59,391,15191,15
2024-06-02,Facebook Ads,Retargeting,1367.71,4926.64,261,3243,7
2024-06-02,Google Ads,Brand Search,424.11,2215.76,745,10686,17
2024-06-02,Snapchat Ads,Prospecting,6066.25,17448.52,295,3921,11
2024-06-02,Pinterest Ads,Awareness,5742.27,31915.1,226,6493,18
2024-06-02,Tiktok Ads,Video,640.39,5111.39,549,15436,53
2024-06-02,Affiliate,Affiliation,2087.98,14807.28,308,9181,19
2024-06-02,Liveintent,Email,3532.24,18059.15,398,7358,19
2024-06-02,Criteo,Display Retargeting,2677.27,10504.58,368,7397,12
2024-06-02,Microsoft Ads,Search,840.32,2464.73,407,4755,12
2024-06-03,Facebook Ads,Retargeting,1472.16,6064.21,572,8277,22
2024-06-03,Google Ads,Brand Search,3594.32,19735.25,508,6824,48
2024-06-03,Snapchat Ads,Prospecting,204.14,1004.09,620,14475,26
2024-06-03,Pinterest Ads,Awareness,262.96,1394.18,400,8695,19
2024-06-03,Tiktok Ads,Video,1228.25,4281.97,398,6330,14
2024-06-03,Affiliate,Affiliation,11025.44,38672.39,223,3641,17
2024-06-03,Liveintent,Email,2695.32,17226.73,502,11910,34
2024-06-03,Criteo,Display Retargeting,3758.27,12249.18,528,8416,26
2024-06-03,Microsoft Ads,Search,1361.48,5878.63,494,7664,42
2024-06-04,Facebook Ads,Retargeting,2719.53,12782.22,364,8694,21
2024-06-04,Google Ads,Brand Search,28.19,104.31,315,4176,24
2024-06-04,Snapchat Ads,Prospecting,1576.03,13932.29,374,13367,16
2024-06-04,Pinterest Ads,Awareness,4619.71,34060.24,446,10220,33
2024-06-04,Tiktok Ads,Video,1997.92,14259.63,318,4093,16
2024-06-04,Affiliate,Affiliation,4422.93,23342.76,529,6472,20
2024-06-04,Liveintent,Email,2274.66,15450.11,279,4964,18
2024-06-04,Criteo,Display Retargeting,428.33,1034.05,369,4746,27
2024-06-04,Microsoft Ads,Search,6155.14,34436.73,268,9513,38
2024-06-05,Facebook Ads,Retargeting,560.43,2527.74,395,6358,13
2024-06-05,Google Ads,Brand Search,8289.0,21479.06,328,5719,23
2024-06-05,Snapchat Ads,Prospecting,782.63,4737.06,665,15985,40
2024-06-05,Pinterest Ads,Awareness,117.27,391.17,565,8609,22
2024-06-05,Tiktok Ads,Video,4417.61,16344.47,272,3105,10
2024-06-05,Affiliate,Affiliation,3549.92,10087.63,467,10586,21
