Date,Platform,Campaign,Spend,Revenue,Clicks,Impressions,Conversions
2024-05-31,Snapchat Ads,Prospecting,8995.58,49533.69,539,6033,28
2024-05-31,Pinterest Ads,Awareness,2773.21,19695.92,531,9714,45
2024-05-31,Tiktok Ads,Video,382.78,1437.81,225,3694,13
2024-05-31,Affiliate,Affiliation,4428.23,31610.78,527,8475,23
2024-05-31,Liveintent,Email,3797.14,15132.62,294,5017,29
2024-05-31,Criteo,Display Retargeting,305.62,1778.95,279,5941,29
2024-05-31,Microsoft Ads,Search,2623.33,7513.62,615,12501,57
2024-06-01,Facebook Ads,Retargeting,2112.98,6023.66,316,6772,22
2024-06-01,Google Ads,Brand Search,445.67,2110.92,434,3330,15
2024-06-01,Snapchat Ads,Prospecting,9509.84,39816.8,828,5174,25
2024-06-01,Pinterest Ads,Awareness,6430.9,22601.59,318,4356,12
2024-06-01,Tiktok Ads,Video,3562.44,12108.82,463,4867,36
2024-06-01,Affiliate,Affiliation,1867.9,10292.52,399,2966,13
2024-06-01,Liveintent,Email,1514.76,6888.87,295,3760,25
2024-06-01,Criteo,Display Retargeting,3423.79,13574.15,701,12920,40
2024-06-01,Microsoft Ads,Search,2853.57,12943.43,216,5076,19
2024-06-02,Facebook Ads,Retargeting,263.4,2419.27,504,8370,15
2024-06-02,Google Ads,Brand Search,4223.36,16488.18,431,7180,31
2024-06-02,Snapchat Ads,Prospecting,10215.58,34517.6,323,9351,13
2024-06-02,Pinterest Ads,Awareness,3768.96,15174.32,464,7072,16
2024-06-02,Tiktok Ads,Video,255.16,1066.02,192,4700,27
2024-06-02,Affiliate,Affiliation,6815.39,46313.71,370,9726,15
2024-06-02,Liveintent,Email,1206.21,5091.84,402,4414,29
2024-06-02,Criteo,Display Retargeting,1659.19,6227.93,747,15281,38
2024-06-02,Microsoft Ads,Search,730.23,4339.73,224,6006,15
2024-06-03,Facebook Ads,Retargeting,1440.05,8450.52,254,5571,12
2024-06-03,Google Ads,Brand Search,3900.53,29319.75,253,6940,18
2024-06-03,Snapchat Ads,Prospecting,2025.41,11374.1,475,13346,54
2024-06-03,Pinterest Ads,Awareness,559.12,3343.82,424,13698,12
2024-06-03,Tiktok Ads,Video,6509.37,26598.22,505,8632,18
2024-06-03,Affiliate,Affiliation,8171.55,16831.59,357,6183,9
2024-06-03,Liveintent,Email,6387.02,33147.58,312,1787,9
2024-06-03,Criteo,Display Retargeting,922.5,3800.28,361,4309,14
2024-06-03,Microsoft Ads,Search,1259.79,11111.2,525,2665,27
2024-06-04,Facebook Ads,Retargeting,12267.83,53855.98,409,3987,13
2024-06-04,Google Ads,Brand Search,4590.38,25835.22,562,3038,33
2024-06-04,Snapchat Ads,Prospecting,71.39,302.18,459,8645,31
2024-06-04,Pinterest Ads,Awareness,217.19,485.9,303,7164,26
2024-06-04,Tiktok Ads,Video,1733.93,5655.21,279,2995,13
2024-06-04,Affiliate,Affiliation,4761.61,26011.61,246,5920,14
2024-06-04,Liveintent,Email,2048.93,12229.35,411,8700,34
2024-06-04,Criteo,Display Retargeting,1745.87,9156.18,577,11362,33
2024-06-04,Microsoft Ads,Search,313.25,1690.62,614,11280,22
2024-06-05,Facebook Ads,Retargeting,3162.52,14072.54,630,4106,21
2024-06-05,Google Ads,Brand Search,6504.41,16077.47,677,8982,43
2024-06-05,Snapchat Ads,Prospecting,1771.9,5896.42,588,8228,23
2024-06-05,Pinterest Ads,Awareness,4112.37,18157.85,358,7635,19
2024-06-05,Tiktok Ads,Video,9851.29,52923.61,335,6370,23
2024-06-05,Affiliate,Affiliation,549.8,3054.95,443,3442,15
2024-06-05,Liveintent,Email,2401.98,9227.15,568,7570,23
2024-06-05,Criteo,Display Retargeting,817.32,4264.14,480,9941,19
2024-06-05,Microsoft Ads,Search,4191.45,22758.18,448,12166,19
2024-06-06,Facebook Ads,Retargeting,1999.48,12967.11,278,7471,19
2024-06-06,Google Ads,Brand Search,2101.01,8057.59,359,7924,9
2024-06-06,Snapchat Ads,Prospecting,3313.01,15940.41,636,5093,56
2024-06-06,Pinterest Ads,Awareness,1055.79,5839.69,424,6246,31
2024-06-06,Tiktok Ads,Video,4629.17,11083.17,549,10056,29
2024-06-06,Affiliate,Affiliation,1515.63,4511.29,389,6977,22
2024-06-06,Liveintent,Email,389.76,1818.42,608,7897,39
2024-06-06,Criteo,Display Retargeting,3541.44,16040.3,364,2476,7
2024-06-06,Microsoft Ads,Search,4081.56,21331.91,409,7673,32
2024-06-07,Facebook Ads,Retargeting,331.93,2545.37,423,2799,14
2024-06-07,Google Ads,Brand Search,3245.7,15683.2,432,8581,28
2024-06-07,Snapchat Ads,Prospecting,4298.98,19644.73,480,9883,32
2024-06-07,Pinterest Ads,Awareness,783.37,3594.35,437,15563,33
2024-06-07,Tiktok Ads,Video,6552.01,35032.34,289,5693,29
2024-06-07,Affiliate,Affiliation,267.0,1813.67,580,8906,38
2024-06-07,Liveintent,Email,427.89,2218.09,496,12676,37
2024-06-07,Criteo,Display Retargeting,374.88,1885.27,625,5433,40
2024-06-07,Microsoft Ads,Search,3714.07,31279.31,385,7392,9
2024-06-08,Facebook Ads,Retargeting,2327.55,10694.57,489,7265,38
2024-06-08,Google Ads,Brand Search,517.5,1140.05,356,7243,31
2024-06-08,Snapchat Ads,Prospecting,1471.68,9964.9,210,5239,9
2024-06-08,Pinterest Ads,Awareness,2258.67,15016.36,510,8624,13
2024-06-08,Tiktok Ads,Video,245.75,737.76,317,9212,29
2024-06-08,Affiliate,Affiliation,5858.45,17058.55,317,5429,30
2024-06-08,Liveintent,Email,4034.77,15755.48,533,8052,26
2024-06-08,Criteo,Display Retargeting,1991.8,7163.79,590,5620,40
2024-06-08,Microsoft Ads,Search,8579.23,45016.26,417,3967,33
2024-06-09,Facebook Ads,Retargeting,1049.61,5202.19,476,7086,16
2024-06-09,Google Ads,Brand Search,10244.42,50518.49,518,15419,32
2024-06-09,Snapchat Ads,Prospecting,2589.07,10454.04,192,3311,13
2024-06-09,Pinterest Ads,Awareness,2673.48,16459.18,633,6629,36
2024-06-09,Tiktok Ads,Video,267.14,1626.41,647,8943,27
2024-06-09,Affiliate,Affiliation,4823.48,17348.65,436,8325,16
2024-06-09,Liveintent,Email,1497.93,4888.42,363,2812,19
2024-06-09,Criteo,Display Retargeting,378.49,2474.29,288,5349,18
2024-06-09,Microsoft Ads,Search,27.95,111.28,740,10561,56
2024-06-10,Facebook Ads,Retargeting,2291.38,5289.16,543,10129,41
2024-06-10,Google Ads,Brand Search,2183.9,5527.14,640,12100,20
2024-06-10,Snapchat Ads,Prospecting,2605.67,22070.7,285,5254,27
2024-06-10,Pinterest Ads,Awareness,5076.26,13919.63,336,6805,24
2024-06-10,Tiktok Ads,Video,159.21,865.03,736,5465,20
2024-06-10,Affiliate,Affiliation,3878.44,12503.99,273,4780,18
2024-06-10,Liveintent,Email,433.27,1767.54,414,16542,38
2024-06-10,Criteo,Display Retargeting,5527.26,29235.92,335,4018,34
2024-06-10,Microsoft Ads,Search,3828.21,13541.27,315,2624,21
2024-06-11,Facebook Ads,Retargeting,3846.64,12281.51,429,7781,40
2024-06-11,Google Ads,Brand Search,4371.16,13357.81,671,5747,32
2024-06-11,Snapchat Ads,Prospecting,1476.93,5132.15,388,6349,25
2024-06-11,Pinterest Ads,Awareness,2617.49,12610.67,383,5762,29
2024-06-11,Tiktok Ads,Video,9307.62,26856.2,200,7167,8
2024-06-11,Affiliate,Affiliation,2814.01,10504.45,534,7525,31
2024-06-11,Liveintent,Email,1840.24,5358.31,452,4415,19
2024-06-11,Criteo,Display Retargeting,2220.15,11883.69,367,5814,6
2024-06-11,Microsoft Ads,Search,6385.6,28257.03,547,5065,21
2024-06-12,Facebook Ads,Retargeting,2070.3,8498.56,277,6923,14
2024-06-12,Google Ads,Brand Search,1229.92,5182.97,269,4475,16
2024-06-12,Snapchat Ads,Prospecting,7565.04,30717.93,392,5189,27
2024-06-12,Pinterest Ads,Awareness,8811.32,38504.5,508,11699,33
2024-06-12,Tiktok Ads,Video,418.96,3064.96,456,4933,19
2024-06-12,Affiliate,Affiliation,1269.38,4996.32,276,9712,10
2024-06-12,Liveintent,Email,1051.75,4748.9,370,6949,19
2024-06-12,Criteo,Display Retargeting,3729.05,4813.57,472,14950,28
2024-06-12,Microsoft Ads,Search,3278.96,11815.31,518,10548,28
2024-06-13,Facebook Ads,Retargeting,3042.5,14007.48,303,4805,25
2024-06-13,Google Ads,Brand Search,1693.25,12629.19,600,17530,16
2024-06-13,Snapchat Ads,Prospecting,3208.29,10652.46,432,9190,21
2024-06-13,Pinterest Ads,Awareness,1272.41,5007.66,528,12263,16
2024-06-13,Tiktok Ads,Video,4868.25,22935.67,351,4601,17
2024-06-13,Affiliate,Affiliation,2254.88,8913.3,492,13395,49
2024-06-13,Liveintent,Email,7045.57,22774.96,404,7142,25
2024-06-13,Criteo,Display Retargeting,3538.21,11595.83,259,4822,23
2024-06-13,Microsoft Ads,Search,451.71,1469.11,363,11862,53
2024-06-14,Facebook Ads,Retargeting,3691.02,15812.34,176,2562,23
2024-06-14,Google Ads,Brand Search,2077.3,6174.92,638,18111,31
2024-06-14,Snapchat Ads,Prospecting,6709.59,20305.21,457,11869,17
2024-06-14,Pinterest Ads,Awareness,217.89,1415.58,374,10965,30
2024-06-14,Tiktok Ads,Video,898.38,4196.73,516,5539,28
2024-06-14,Affiliate,Affiliation,10786.77,47404.63,519,11948,35
2024-06-14,Liveintent,Email,1274.33,3987.49,345,7368,16
2024-06-14,Criteo,Display Retargeting,5847.86,22863.56,399,7763,26
2024-06-14,Microsoft Ads,Search,1605.8,8091.62,523,6825,32
2024-06-15,Facebook Ads,Retargeting,3111.34,17767.87,397,5576,15
2024-06-15,Google Ads,Brand Search,4248.39,19569.44,437,8301,37
2024-06-15,Snapchat Ads,Prospecting,3640.91,10418.26,403,6535,34
2024-06-15,Pinterest Ads,Awareness,1184.2,3522.3,605,7647,17
2024-06-15,Tiktok Ads,Video,1158.08,3381.05,392,6962,13
2024-06-15,Affiliate,Affiliation,166.31,655.98,385,4811,29
2024-06-15,Liveintent,Email,1224.33,7777.34,435,9290,38
2024-06-15,Criteo,Display Retargeting,4037.45,14695.73,413,4364,42
2024-06-15,Microsoft Ads,Search,11667.2,51558.99,360,5048,31
2024-06-16,Facebook Ads,Retargeting,3918.58,24709.68,514,7272,13
2024-06-16,Google Ads,Brand Search,3961.21,22346.16,470,6468,29
2024-06-16,Snapchat Ads,Prospecting,3294.5,21423.39,368,4505,21
2024-06-16,Pinterest Ads,Awareness,2971.51,11293.83,420,6162,32
2024-06-16,Tiktok Ads,Video,796.45,3929.61,709,7499,20
2024-06-16,Affiliate,Affiliation,6461.84,20910.39,341,10522,31
2024-06-16,Liveintent,Email,2233.1,14384.11,268,5170,7
2024-06-16,Criteo,Display Retargeting,1917.64,12205.37,432,4659,21
2024-06-16,Microsoft Ads,Search,408.38,1035.8,429,3909,18
2024-06-17,Facebook Ads,Retargeting,2153.19,10843.03,442,8658,31
2024-06-17,Google Ads,Brand Search,2001.24,5689.97,691,8425,44
2024-06-17,Snapchat Ads,Prospecting,5830.83,22320.27,591,6010,39
2024-06-17,Pinterest Ads,Awareness,2482.26,8131.23,654,4906,45
2024-06-17,Tiktok Ads,Video,1417.86,6444.09,371,5439,16
2024-06-17,Affiliate,Affiliation,10736.47,56056.43,366,9877,16
2024-06-17,Liveintent,Email,388.24,1158.03,299,7580,10
2024-06-17,Criteo,Display Retargeting,1716.87,7399.15,258,5312,17
2024-06-17,Microsoft Ads,Search,130.02,612.49,299,6830,21
2024-06-18,Facebook Ads,Retargeting,2808.38,10681.98,455,6383,17
2024-06-18,Google Ads,Brand Search,4257.63,23112.9,504,8590,11
2024-06-18,Snapchat Ads,Prospecting,518.56,2509.91,308,8646,35
2024-06-18,Pinterest Ads,Awareness,4548.44,16120.61,250,5191,22
2024-06-18,Tiktok Ads,Video,931.17,3370.17,422,8108,28
2024-06-18,Affiliate,Affiliation,6001.56,19378.34,269,5490,16
2024-06-18,Liveintent,Email,3549.12,10616.13,624,8499,27
2024-06-18,Criteo,Display Retargeting,2458.41,9279.31,396,3229,9
2024-06-18,Microsoft Ads,Search,35.33,221.43,488,7252,35
2024-06-19,Facebook Ads,Retargeting,7959.35,29177.82,458,9071,23
2024-06-19,Google Ads,Brand Search,3525.31,10714.05,335,3651,11
2024-06-19,Snapchat Ads,Prospecting,737.46,4232.54,269,7755,13
2024-06-19,Pinterest Ads,Awareness,3790.56,24010.46,384,9933,31
2024-06-19,Tiktok Ads,Video,742.92,3814.39,441,10428,42
2024-06-19,Affiliate,Affiliation,4856.23,24540.43,543,8206,16
2024-06-19,Liveintent,Email,274.37,1395.56,353,9413,29
2024-06-19,Criteo,Display Retargeting,1765.52,13778.79,457,3771,12
2024-06-19,Microsoft Ads,Search,1729.07,5914.39,475,11506,24
2024-06-20,Facebook Ads,Retargeting,725.91,2222.09,367,4833,17
2024-06-20,Google Ads,Brand Search,1704.88,6773.1,684,8635,26
2024-06-20,Snapchat Ads,Prospecting,103.72,272.37,558,10950,37
2024-06-20,Pinterest Ads,Awareness,2703.46,22653.74,314,4453,12
2024-06-20,Tiktok Ads,Video,2238.09,6491.56,170,3962,26
2024-06-20,Affiliate,Affiliation,4938.33,14470.46,263,5609,15
2024-06-20,Liveintent,Email,2338.85,9266.36,376,6973,30
2024-06-20,Criteo,Display Retargeting,2015.49,10491.42,458,9219,13
2024-06-20,Microsoft Ads,Search,7139.53,35429.27,326,4875,11
2024-06-21,Facebook Ads,Retargeting,179.72,561.84,416,12073,34
2024-06-21,Google Ads,Brand Search,5521.65,32887.35,347,10574,18
2024-06-21,Snapchat Ads,Prospecting,4307.76,25075.51,191,4143,26
2024-06-21,Pinterest Ads,Awareness,3740.35,18741.46,439,6008,17
2024-06-21,Tiktok Ads,Video,2698.4,6738.25,415,7482,29
2024-06-21,Affiliate,Affiliation,7066.5,35260.31,494,4254,15
2024-06-21,Liveintent,Email,727.55,2090.07,572,4514,28
2024-06-21,Criteo,Display Retargeting,251.2,1171.33,355,6760,18
2024-06-21,Microsoft Ads,Search,931.43,5242.8,99,2774,13
2024-06-22,Facebook Ads,Retargeting,5168.52,17735.86,489,7417,35
2024-06-22,Google Ads,Brand Search,59.54,516.96,450,6001,17
2024-06-22,Snapchat Ads,Prospecting,1920.47,12734.86,337,9539,42
2024-06-22,Pinterest Ads,Awareness,18719.86,51081.27,434,6152,26
2024-06-22,Tiktok Ads,Video,3457.79,22037.91,332,2349,27
2024-06-22,Affiliate,Affiliation,1565.89,3258.82,531,4780,30
2024-06-22,Liveintent,Email,103.68,601.09,608,11199,30
2024-06-22,Criteo,Display Retargeting,3181.42,20596.38,267,2186,16
2024-06-22,Microsoft Ads,Search,2896.24,9887.77,314,9143,14
2024-06-23,Facebook Ads,Retargeting,293.41,1513.87,247,6396,21
2024-06-23,Google Ads,Brand Search,225.44,904.18,330,8721,13
2024-06-23,Snapchat Ads,Prospecting,8533.12,21775.81,588,6982,42
2024-06-23,Pinterest Ads,Awareness,2946.98,6891.47,387,4098,34
2024-06-23,Tiktok Ads,Video,4833.87,11798.24,318,5589,18
2024-06-23,Affiliate,Affiliation,2390.82,21304.87,716,5201,21
2024-06-23,Liveintent,Email,1749.64,8514.33,317,5351,14
2024-06-23,Criteo,Display Retargeting,1288.39,9677.51,402,4442,23
2024-06-23,Microsoft Ads,Search,1245.84,5569.46,440,10469,19
2024-06-24,Facebook Ads,Retargeting,1411.97,6704.43,254,3640,36
2024-06-24,Google Ads,Brand Search,1831.29,12551.17,316,4717,16
2024-06-24,Snapchat Ads,Prospecting,6863.93,20155.54,344,3378,17
2024-06-24,Pinterest Ads,Awareness,2995.51,10681.65,496,10888,47
2024-06-24,Tiktok Ads,Video,6800.91,31757.44,384,6261,12
2024-06-24,Affiliate,Affiliation,2050.82,9390.73,363,2436,18
2024-06-24,Liveintent,Email,2924.21,17447.76,240,9392,8
2024-06-24,Criteo,Display Retargeting,4516.95,12363.39,409,6327,24
2024-06-24,Microsoft Ads,Search,2766.22,21992.14,297,8200,25
2024-06-25,Facebook Ads,Retargeting,5574.86,18735.09,506,17170,25
2024-06-25,Google Ads,Brand Search,933.26,5555.83,556,10563,42
2024-06-25,Snapchat Ads,Prospecting,2893.35,9589.26,599,7869,26
2024-06-25,Pinterest Ads,Awareness,451.73,1659.8,270,4436,16
2024-06-25,Tiktok Ads,Video,1429.8,7948.86,621,4958,23
2024-06-25,Affiliate,Affiliation,2616.66,7231.29,479,6533,15
2024-06-25,Liveintent,Email,3458.61,15181.01,288,3881,20
2024-06-25,Criteo,Display Retargeting,14240.67,59300.23,410,11105,22
2024-06-25,Microsoft Ads,Search,3275.58,14564.98,396,6166,13
2024-06-26,Facebook Ads,Retargeting,8953.28,30086.57,556,4342,24
2024-06-26,Google Ads,Brand Search,4171.59,21571.76,554,7723,27
2024-06-26,Snapchat Ads,Prospecting,6540.95,20137.65,493,2707,14
2024-06-26,Pinterest Ads,Awareness,446.39,2061.49,385,4384,49
2024-06-26,Tiktok Ads,Video,2566.87,7857.62,560,6809,15
2024-06-26,Affiliate,Affiliation,2672.99,12880.98,363,5451,11
2024-06-26,Liveintent,Email,3771.56,12637.89,391,9323,26
2024-06-26,Criteo,Display Retargeting,341.9,1372.77,299,7841,22
2024-06-26,Microsoft Ads,Search,762.93,5588.6,553,6503,10
2024-06-27,Facebook Ads,Retargeting,1092.34,4999.44,348,5398,20
2024-06-27,Google Ads,Brand Search,10390.13,44095.09,351,6817,35
2024-06-27,Snapchat Ads,Prospecting,966.55,6969.85,477,9975,36
2024-06-27,Pinterest Ads,Awareness,1660.94,8903.11,262,2780,21
2024-06-27,Tiktok Ads,Video,741.21,3112.69,194,4269,27
2024-06-27,Affiliate,Affiliation,1875.36,8229.56,303,10340,29
2024-06-27,Liveintent,Email,1197.44,4140.19,400,11953,28
2024-06-27,Criteo,Display Retargeting,613.64,2270.15,506,11177,24
2024-06-27,Microsoft Ads,Search,2046.99,8026.04,419,11575,33
2024-06-28,Facebook Ads,Retargeting,34.33,151.16,376,10837,34
2024-06-28,Google Ads,Brand Search,54.33,268.83,449,7717,13
2024-06-28,Snapchat Ads,Prospecting,1713.56,5957.47,434,6717,20
2024-06-28,Pinterest Ads,Awareness,153.25,704.61,363,6689,17
2024-06-28,Tiktok Ads,Video,875.4,3687.53,513,7249,25
2024-06-28,Affiliate,Affiliation,3288.9,11385.67,480,2909,26
2024-06-28,Liveintent,Email,13203.29,45402.11,518,12690,28
2024-06-28,Criteo,Display Retargeting,6608.27,31863.13,262,6191,46
2024-06-28,Microsoft Ads,Search,4774.71,17213.5,584,6687,10
2024-06-29,Facebook Ads,Retargeting,1366.14,3138.43,291,4087,41
2024-06-29,Google Ads,Brand Search,8842.74,38803.84,321,4800,16
2024-06-29,Snapchat Ads,Prospecting,2049.23,10296.84,232,8972,10
2024-06-29,Pinterest Ads,Awareness,291.12,1402.65,293,5555,27
2024-06-29,Tiktok Ads,Video,3612.4,14511.04,773,10070,41
2024-06-29,Affiliate,Affiliation,483.1,1880.95,339,6018,21
2024-06-29,Liveintent,Email,2048.34,4511.08,347,5329,18
2024-06-29,Criteo,Display Retargeting,2307.14,10434.05,437,3449,21
2024-06-29,Microsoft Ads,Search,6333.05,35083.74,268,8433,14
2024-06-30,Facebook Ads,Retargeting,1369.65,7708.57,481,5298,24
2024-06-30,Google Ads,Brand Search,4047.43,10608.81,510,4459,38
2024-06-30,Snapchat Ads,Prospecting,11890.51,45816.7,342,7541,26
2024-06-30,Pinterest Ads,Awareness,337.35,1544.94,346,7437,25
2024-06-30,Tiktok Ads,Video,772.63,3320.6,492,14784,13
2024-06-30,Affiliate,Affiliation,884.14,6607.82,409,9139,12
2024-06-30,Liveintent,Email,737.84,6065.93,419,9283,13
2024-06-30,Criteo,Display Retargeting,1380.82,5691.73,247,4205,14
2024-06-30,Microsoft Ads,Search,6388.4,34281.86,581,12154,18
2024-07-01,Facebook Ads,Retargeting,3132.73,14022.56,347,2549,17
2024-07-01,Google Ads,Brand Search,2322.91,12839.46,521,7552,26
2024-07-01,Snapchat Ads,Prospecting,992.94,3255.82,355,4858,21
2024-07-01,Pinterest Ads,Awareness,4783.76,15903.74,203,7670,14
2024-07-01,Tiktok Ads,Video,8405.97,40530.01,683,8650,17
2024-07-01,Affiliate,Affiliation,5027.22,23786.74,306,7326,16
2024-07-01,Liveintent,Email,2.16,15.28,792,12985,24
2024-07-01,Criteo,Display Retargeting,2917.03,8945.01,391,8948,14
2024-07-01,Microsoft Ads,Search,63.39,720.01,761,9470,18
2024-07-02,Facebook Ads,Retargeting,1871.51,6410.55,211,2983,6
2024-07-02,Google Ads,Brand Search,254.77,1582.45,413,13680,20
2024-07-02,Snapchat Ads,Prospecting,5274.12,28674.57,414,6048,14
2024-07-02,Pinterest Ads,Awareness,8720.56,23669.91,356,4405,17
2024-07-02,Tiktok Ads,Video,420.3,4315.76,560,16371,30
2024-07-02,Affiliate,Affiliation,2938.15,8002.97,379,6105,25
2024-07-02,Liveintent,Email,4349.75,16114.88,328,8879,16
2024-07-02,Criteo,Display Retargeting,2743.51,8610.65,320,7865,12
2024-07-02,Microsoft Ads,Search,687.01,3793.08,406,6272,23
2024-07-03,Facebook Ads,Retargeting,2142.46,4609.18,487,6948,22
2024-07-03,Google Ads,Brand Search,3279.77,24293.37,532,9060,37
2024-07-03,Snapchat Ads,Prospecting,208.01,479.32,562,10281,33
2024-07-03,Pinterest Ads,Awareness,242.85,1311.22,303,7600,26
2024-07-03,Tiktok Ads,Video,1470.04,7999.35,442,9063,15
2024-07-03,Affiliate,Affiliation,8355.28,32549.46,302,5731,22
2024-07-03,Liveintent,Email,1774.65,16711.37,486,12430,26
2024-07-03,Criteo,Display Retargeting,3133.22,15433.04,439,10789,23
2024-07-03,Microsoft Ads,Search,1645.84,5930.55,636,8229,48
2024-07-04,Facebook Ads,Retargeting,2202.25,12640.46,331,7140,10
2024-07-04,Google Ads,Brand Search,33.65,115.2,387,3284,27
2024-07-04,Snapchat Ads,Prospecting,2224.91,9274.41,528,16552,23
2024-07-04,Pinterest Ads,Awareness,6114.81,23187.23,445,7364,40
2024-07-04,Tiktok Ads,Video,2688.09,13900.18,219,8295,19
2024-07-04,Affiliate,Affiliation,5292.87,15886.27,522,4744,30
2024-07-04,Liveintent,Email,3419.57,18912.29,228,7141,22
2024-07-04,Criteo,Display Retargeting,382.56,1872.29,213,4596,29
2024-07-04,Microsoft Ads,Search,4622.13,30066.72,496,9383,37
2024-07-05,Facebook Ads,Retargeting,452.32,1875.04,493,4921,19
2024-07-05,Google Ads,Brand Search,8601.09,20746.43,270,5248,16
2024-07-05,Snapchat Ads,Prospecting,1424.03,4360.58,469,13771,61
2024-07-05,Pinterest Ads,Awareness,85.17,335.43,400,6614,22
2024-07-05,Tiktok Ads,Video,4672.96,11917.07,340,3176,9
2024-07-05,Affiliate,Affiliation,1899.05,11531.03,403,9883,29
